,room_id,host_id,room_type,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
4961,7113617,9634388,Entire home/apt,0,,4,1,1.5,68,1,48.181216,16.37411
4962,7114325,37267757,Private room,0,,2,1,1,34,1,48.232021,16.353802
4963,7117453,37286581,Private room,2,5,2,1,1,25,,48.219796,16.395495
4964,7118441,28203275,Entire home/apt,0,,3,1,1,85,1,48.181584,16.342238
4965,7119905,37297742,Shared room,0,,1,1,1,17,1,48.209643,16.331991
4966,7120134,7083120,Private room,0,,2,1,1,57,1,48.216576,16.361287
4967,7120873,37216488,Private room,2,4,3,1,1,28,1,48.204795,16.338799
4968,7121420,31343943,Private room,1,5,2,1,1,34,1,48.234079,16.495547
4969,7122741,36811037,Entire home/apt,0,,2,2,1,135,1,48.196872,16.394571
4970,7122989,7517639,Private room,0,,2,1,2,51,1,48.198397,16.384689
4971,7126028,23646335,Private room,2,5,2,1,1,34,2,48.194539,16.361223
4972,7128729,35464927,Private room,4,5,2,1,1,40,1,48.191064,16.339285
4973,7130928,2897648,Entire home/apt,0,,3,0,1,51,1,48.193064,16.355872
4974,7132159,9732376,Private room,1,5,2,1,1,26,1,48.241635,16.323837
4975,7132430,37299795,Entire home/apt,0,,4,2,1,93,1,48.186851,16.360623
4976,7135966,4799638,Private room,1,5,2,1,1,37,4,48.209848,16.342791
4977,7136171,5941204,Entire home/apt,2,4.5,2,1,1,40,2,48.185504,16.344272
4978,7137620,37384442,Private room,2,5,1,1,1,23,2,48.188283,16.352074
4979,7137925,37385641,Entire home/apt,3,5,4,1,1,84,2,48.172631,16.366392
4980,7138640,4597596,Private room,4,4.5,2,1,1,21,1,48.218596,16.398605
4981,7138981,34020856,Entire home/apt,0,,3,1,1,170,1,48.211779,16.367732
4982,7139110,37389505,Private room,0,,2,1,1,57,1,48.218577,16.367743
4983,7139868,37392770,Private room,0,,1,1,0.5,40,1,48.188319,16.386959
4984,7140162,37394032,Entire home/apt,0,,2,1,1,45,3,48.214158,16.34304
4985,7140389,23682702,Private room,0,,2,1,1,40,2,48.20706,16.377179
4986,7140671,37396437,Private room,0,,2,1,1,40,14,48.223553,16.309583
4987,7141492,24337171,Private room,0,,3,1,2.5,32,3,48.214098,16.379462
4988,7143309,37401197,Entire home/apt,0,,2,1,1,68,,48.225009,16.350764
